_class_name,_created_at,_object_id,_updated_at,airportLocation,airportName,iata,icao
Airport,2013-04-02T15:06:49.886Z,3oUHEA6u53,2013-04-02T15:06:49.886Z,"Baie-Comeau, Quebec",Baie-Comeau Airport,YBC,CYBC
Airport,2013-04-02T15:06:49.901Z,uBEsytRrzN,2013-04-02T15:06:49.901Z,"Bella Coola, British Columbia",Bella Coola Airport,YBD,CYBD
Airport,2013-04-02T15:06:49.920Z,zGypQLszjz,2013-04-02T15:06:49.920Z,"Uranium City, Saskatchewan",Uranium City Airport,YBE,CYBE
Airport,2013-04-02T15:06:49.934Z,YWRIOuaiSz,2013-04-02T15:06:49.934Z,"Bonnyville, Alberta",Bonnyville Airport,,CYBF
Airport,2013-04-02T15:06:49.949Z,Tcc6Uh3xZl,2013-04-02T15:06:49.949Z,"Bagotville, Quebec",CFB Bagotville (Bagotville Airport),YBG,CYBG
Airport,2013-04-02T15:06:49.964Z,suaKeFiMib,2013-04-02T15:06:49.964Z,"Baker Lake, Nunavut",Baker Lake Airport,YBK,CYBK
Airport,2013-04-02T15:06:49.979Z,nK2Ep3DjVq,2013-04-02T15:06:49.979Z,"Campbell River, British Columbia",Campbell River Airport,YBL,CYBL
Airport,2013-04-02T15:06:49.994Z,exGojoqYJg,2013-04-02T15:06:49.994Z,"Borden, Ontario",Borden Heliport (CFB Borden),YBN,CYBN
Airport,2013-04-02T15:06:50.009Z,BXsATN2dJL,2013-04-02T15:06:50.009Z,"Brooks, Alberta",Brooks Airport,,CYBP
Airport,2013-04-02T15:06:50.029Z,UnANXnmmqD,2013-04-02T15:06:50.029Z,"Tadoule Lake, Manitoba",Tadoule Lake Airport,XTL,CYBQ
Airport,2013-04-02T15:06:50.044Z,ZzJPOikoPo,2013-04-02T15:06:50.044Z,"Brandon, Manitoba","Brandon Airport (Brandon Municipal Airport, McGill Field)",YBR,CYBR
Airport,2013-04-02T15:06:50.060Z,6BnAohqQ9B,2013-04-02T15:06:50.060Z,"Brochet, Manitoba",Brochet Airport,YBT,CYBT
Airport,2013-04-02T15:06:50.075Z,u6YQy6FY1b,2013-04-02T15:06:50.075Z,"Nipawin, Saskatchewan",Nipawin Airport,YBU,CYBU
Airport,2013-04-02T15:06:50.091Z,CoYXPLDoie,2013-04-02T15:06:50.091Z,"Berens River, Manitoba",Berens River Airport,YBV,CYBV
Airport,2013-04-02T15:06:50.106Z,hKo956Gq56,2013-04-02T15:06:50.106Z,"Calgary, Alberta",Calgary/Springbank Airport (Springbank Airport),,CYBW
Airport,2013-04-02T15:06:50.120Z,pEYuFG81WI,2013-04-02T15:06:50.120Z,"Blanc-Sablon, Quebec",Lourdes-de-Blanc-Sablon Airport,YBX,CYBX
Airport,2013-04-02T15:06:50.149Z,VdTVpqzBM7,2013-04-02T15:06:50.149Z,"Cartwright, Newfoundland and Labrador",Cartwright Airport,YRF,CYCA
Airport,2013-04-02T15:06:50.165Z,TZ2WF6jzIt,2013-04-02T15:06:50.165Z,"Cambridge Bay, Nunavut",Cambridge Bay Airport,YCB,CYCB
Airport,2013-04-02T15:06:50.180Z,AWvVCrN8CS,2013-04-02T15:06:50.180Z,"Cornwall, Ontario",Cornwall Regional Airport,YCC,CYCC
Airport,2013-04-02T15:06:50.324Z,LD5q6Sovxq,2013-04-02T15:06:50.324Z,"Nanaimo, British Columbia",Nanaimo Airport,YCD,CYCD
Airport,2013-04-02T15:06:50.348Z,b1kPHOYcff,2013-04-02T15:06:50.348Z,"Centralia, Ontario",Centralia/James T. Field Memorial Aerodrome,YCE,CYCE
Airport,2013-04-02T15:06:50.363Z,EuyxWNAMul,2013-04-02T15:06:50.363Z,"Castlegar, British Columbia",West Kootenay Regional Airport (Castlegar Airport),YCG,CYCG
Airport,2013-04-02T15:06:50.377Z,AjjjNE8AA2,2013-04-02T15:06:50.377Z,"Miramichi, New Brunswick",Miramichi Airport,YCH,CYCH
Airport,2013-04-02T15:06:50.392Z,pTchSoZMSc,2013-04-02T15:06:50.392Z,"Chatham-Kent, Ontario",Chatham-Kent Airport,XCM,CYCK
Airport,2013-04-02T15:06:50.407Z,UDdkU4Bdu1,2013-04-02T15:06:50.407Z,"Charlo, New Brunswick",Charlo Airport,YCL,CYCL
Airport,2013-04-02T15:06:50.422Z,DGnV4e5UwW,2013-04-02T15:06:50.422Z,"Cochrane, Ontario",Cochrane Airport,YCN,CYCN
Airport,2013-04-02T15:06:50.437Z,vx0Qir3qDu,2013-04-02T15:06:50.437Z,"Kugluktuk, Nunavut",Kugluktuk Airport,YCO,CYCO
Airport,2013-04-02T15:06:50.452Z,WzBMlLJ9dk,2013-04-02T15:06:50.452Z,"Blue River, British Columbia",Blue River Airport,YCP,CYCP
Airport,2013-04-02T15:06:50.468Z,ol52AhvB1X,2013-04-02T15:06:50.468Z,"Chetwynd, British Columbia",Chetwynd Airport,YCQ,CYCQ
Airport,2013-04-02T15:06:50.483Z,FGpgh8mtEC,2013-04-02T15:06:50.483Z,"Cross Lake, Manitoba",Cross Lake (Charlie Sinclair Memorial) Airport,YCR,CYCR
Airport,2013-04-02T15:06:50.498Z,zfuEGY3gXf,2013-04-02T15:06:50.498Z,"Chesterfield Inlet, Nunavut",Chesterfield Inlet Airport,YCS,CYCS
Airport,2013-04-02T15:06:50.512Z,3gNSIqKv1X,2013-04-02T15:06:50.512Z,"Coronation, Alberta",Coronation Airport,,CYCT
Airport,2013-04-02T15:06:50.528Z,xghwChTH0Y,2013-04-02T15:06:50.528Z,"Chilliwack, British Columbia",Chilliwack Airport,YCW,CYCW
Airport,2013-04-02T15:06:50.543Z,nvEVlIr7cV,2013-04-02T15:06:50.543Z,"Oromocto, New Brunswick",Gagetown Heliport (CFB Gagetown),YCX,CYCX
Airport,2013-04-02T15:06:50.558Z,mh9NHgTGeV,2013-04-02T15:06:50.558Z,"Clyde River, Nunavut",Clyde River Airport,YCY,CYCY
Airport,2013-04-02T15:06:50.576Z,ZcQ7xpg438,2013-04-02T15:06:50.576Z,"Fairmont Hot Springs, British Columbia",Fairmont Hot Springs Airport,YCZ,CYCZ
Airport,2013-04-02T15:06:50.590Z,b76xjTM9qm,2013-04-02T15:06:50.590Z,"Dawson City, Yukon",Dawson City Airport,YDA,CYDA
Airport,2013-04-02T15:06:50.605Z,rRYQt0izqo,2013-04-02T15:06:50.605Z,"Burwash Landing, Yukon",Burwash Airport,YDB,CYDB
Airport,2013-04-02T15:08:18.844Z,n3AeLArhm9,2013-04-02T15:08:18.844Z,None,Kazanlyk,,LBKK
Airport,2013-04-02T15:06:50.620Z,ARXkqRcSAQ,2013-04-02T15:06:50.620Z,"Princeton, British Columbia",Princeton Aerodrome,,CYDC
Airport,2013-04-02T15:06:50.636Z,zgQ6kXYVNH,2013-04-02T15:06:50.636Z,"Deer Lake, Newfoundland and Labrador",Deer Lake Regional Airport,YDF,CYDF
Airport,2013-04-02T15:06:50.651Z,gLt3AdmPnf,2013-04-02T15:06:50.651Z,"Ottawa, Ontario",Ottawa/Dwyer Hill Heliport,,CYDH
Airport,2013-04-02T15:06:50.666Z,Qsp6VjdLiQ,2013-04-02T15:06:50.666Z,"Dease Lake, British Columbia",Dease Lake Airport,YDL,CYDL
Airport,2013-04-02T15:06:50.681Z,uDCYFES1qa,2013-04-02T15:06:50.681Z,"Ross River, Yukon",Ross River Airport,YDM,CYDM
Airport,2013-04-02T15:06:50.695Z,PBib2jguCl,2013-04-02T15:06:50.695Z,"Dauphin, Manitoba",Lt. Col W.G. (Billy) Barker VC Airport (Dauphin (Lt. Col W.G. (Billy) Barker VC Airport)),YDN,CYDN
Airport,2013-04-02T15:06:50.710Z,lVziVlGs94,2013-04-02T15:06:50.710Z,"Dolbeau-Mistassini, Quebec",Dolbeau-Saint-Flicien Airport,YDO,CYDO
Airport,2013-04-02T15:06:50.725Z,BtRbkMv7I0,2013-04-02T15:06:50.725Z,"Nain, Newfoundland and Labrador",Nain Airport,YDP,CYDP
Airport,2013-04-02T15:06:50.740Z,dy0su62s1y,2013-04-02T15:06:50.740Z,"Dawson Creek, British Columbia",Dawson Creek Airport,YDQ,CYDQ
Airport,2013-04-02T15:06:50.755Z,EbgocjIa1v,2013-04-02T15:06:50.755Z,"Empress, Alberta",Empress Airport,,CYEA
Airport,2013-04-02T15:06:50.770Z,TEAWbbzOXa,2013-04-02T15:06:50.770Z,"Edmonton, Alberta",Edmonton/Namao Heliport (CFB Edmonton),YED,CYED
Airport,2013-04-02T15:06:50.786Z,eiG5pQoIhc,2013-04-02T15:06:50.786Z,"Midland, Ontario",Midland/Huronia Airport,YEE,CYEE
Airport,2013-04-02T15:06:50.802Z,sVaHFii32i,2013-04-02T15:06:50.802Z,"Nisku, Alberta",Edmonton International Airport,YEG,CYEG
Airport,2013-04-02T15:06:50.817Z,PPd1Lr0CLs,2013-04-02T15:06:50.817Z,"Arviat, Nunavut",Arviat Airport,YEK,CYEK
Airport,2013-04-02T15:06:50.832Z,9n5SolGf5k,2013-04-02T15:06:50.832Z,"Elliot Lake, Ontario",Elliot Lake Municipal Airport,YEL,CYEL
Airport,2013-04-02T15:06:50.847Z,X2uOK8xLA6,2013-04-02T15:06:50.847Z,"Manitowaning, Ontario",Manitowaning/Manitoulin East Municipal Airport,YEM,CYEM
Airport,2013-04-02T15:06:50.862Z,eEFvcz08oS,2013-04-02T15:06:50.862Z,"Estevan, Saskatchewan",Estevan Regional Aerodrome,YEN,CYEN
Airport,2013-04-02T15:06:50.877Z,YYnd2mc4iz,2013-04-02T15:06:50.877Z,"Fort Severn, Ontario",Fort Severn Airport,YER,CYER
Airport,2013-04-02T15:06:50.891Z,vi6GeXPNOk,2013-04-02T15:06:50.891Z,"Edmundston, New Brunswick",Edmundston Airport,,CYES
Airport,2013-04-02T15:06:50.906Z,IwhyGa0FpO,2013-04-02T15:06:50.906Z,"Edson, Alberta",Edson Airport,YET,CYET
Airport,2013-04-02T15:06:50.921Z,ggucN2qNt5,2013-04-02T15:06:50.921Z,"Eureka, Nunavut",Eureka Aerodrome,YEU,CYEU
Airport,2013-04-02T15:06:50.936Z,xA87WYVCqq,2013-04-02T15:06:50.936Z,"Inuvik, Northwest Territories",Inuvik (Mike Zubko) Airport,YEV,CYEV
Airport,2013-04-02T15:06:50.951Z,mCsQ9yuNSW,2013-04-02T15:06:50.951Z,"Amos, Quebec",Amos/Magny Airport,YEY,CYEY
Airport,2013-04-02T15:06:50.966Z,4eoMKYKibg,2013-04-02T15:06:50.966Z,"Fort Albany, Ontario",Fort Albany Airport,YFA,CYFA
Airport,2013-04-02T15:06:50.980Z,5IcjTTRyb7,2013-04-02T15:06:50.980Z,"Iqaluit, Nunavut",Iqaluit Airport,YFB,CYFB
Airport,2013-04-02T15:06:50.996Z,fEeydltCy7,2013-04-02T15:06:50.996Z,"Fredericton, New Brunswick",Fredericton International Airport,YFC,CYFC
Airport,2013-04-02T15:06:51.010Z,n5WvAJuOd5,2013-04-02T15:06:51.010Z,"Brantford, Ontario",Brantford Airport,YFD,CYFD
Airport,2013-04-02T15:06:51.026Z,ZmPisvMU2A,2013-04-02T15:06:51.026Z,"Forestville, Quebec",Forestville Airport,YFE,CYFE
Airport,2013-04-02T15:06:51.040Z,YPrRUkiQQt,2013-04-02T15:06:51.040Z,"Fort Hope, Ontario",Fort Hope Airport,YFH,CYFH
Airport,2013-04-02T15:06:51.055Z,9aOXjyQHBy,2013-04-02T15:06:51.055Z,"Mont-Tremblant, Quebec",Rivire Rouge - Mont Tremblant International Airport (Rivire Rouge/Mont-Tremblant International Inc Airport),,CYFJ
Airport,2013-04-02T15:06:51.070Z,DkEJuFfkvy,2013-04-02T15:06:51.070Z,"Flin Flon, Manitoba",Flin Flon Airport,YFO,CYFO
Airport,2013-04-02T15:06:51.085Z,Psou4PmF5R,2013-04-02T15:06:51.085Z,"Fort Resolution, Northwest Territories",Fort Resolution Airport,YFR,CYFR
Airport,2013-04-02T15:06:51.101Z,h0dUCxwTQW,2013-04-02T15:06:51.101Z,"Fort Simpson, Northwest Territories",Fort Simpson Airport,YFS,CYFS
Airport,2013-04-02T15:06:51.116Z,u0dteIz9Hs,2013-04-02T15:06:51.116Z,"Makkovik, Newfoundland and Labrador",Makkovik Airport,YMN,CYFT
Airport,2013-04-02T15:06:51.131Z,likpJYApIU,2013-04-02T15:06:51.131Z,"Texada Island, British Columbia",Texada/Gillies Bay Airport,YGB,CYGB
Airport,2013-04-02T15:06:51.146Z,j8FunqfJ2C,2013-04-02T15:06:51.146Z,"Goderich, Ontario",Goderich Airport (Goderich Municipal Airport),YGD,CYGD
Airport,2013-04-02T15:06:51.160Z,3BjcDAIgJv,2013-04-02T15:06:51.160Z,"Golden, British Columbia",Golden Airport,YGE,CYGE
Airport,2013-04-02T15:06:51.176Z,uM6m3dan4T,2013-04-02T15:06:51.176Z,"Fort Good Hope, Northwest Territories",Fort Good Hope Airport,YGH,CYGH
Airport,2013-04-02T15:06:51.191Z,cffPik0GLQ,2013-04-02T15:06:51.191Z,"Kingston, Ontario",Kingston/Norman Rogers Airport (Kingston Airport),YGK,CYGK
Airport,2013-04-02T15:06:51.221Z,7eI7NxJu8I,2013-04-02T15:06:51.221Z,"Radisson, Quebec",La Grande Rivire Airport,YGL,CYGL
Airport,2013-04-02T15:06:51.236Z,2c8LNNsun6,2013-04-02T15:06:51.236Z,"Gimli, Manitoba",Gimli Industrial Park Airport,YGM,CYGM
Airport,2013-04-02T15:06:51.251Z,Y7KdLHT6Jz,2013-04-02T15:06:51.251Z,"Gods Lake Narrows, Manitoba",Gods Lake Narrows Airport,YGO,CYGO
Airport,2013-04-02T15:06:51.266Z,nvU035nJG7,2013-04-02T15:06:51.266Z,"Gasp, Quebec",Michel-Pouliot Gasp Airport,YGP,CYGP
Airport,2013-04-02T15:06:51.281Z,CTUMSZS7Je,2013-04-02T15:06:51.281Z,"Geraldton, Ontario",Geraldton (Greenstone Regional) Airport,YGQ,CYGQ
Airport,2013-04-02T15:06:51.295Z,ivlvWDLfJA,2013-04-02T15:06:51.295Z,"Magdalen Islands, Quebec",les-de-la-Madeleine Airport,YGR,CYGR
Airport,2013-04-02T15:06:51.310Z,AhVTOMKhr1,2013-04-02T15:06:51.310Z,"Igloolik, Nunavut",Igloolik Airport,YGT,CYGT
Airport,2013-04-02T15:06:51.326Z,PH29MbFnkp,2013-04-02T15:06:51.326Z,"Havre-Saint-Pierre, Quebec",Havre Saint-Pierre Airport,YGV,CYGV
Airport,2013-04-02T15:06:51.341Z,4BcyDPC8tS,2013-04-02T15:06:51.341Z,"Kuujjuarapik, Quebec",Kuujjuarapik Airport,YGW,CYGW
Airport,2013-04-02T15:06:51.355Z,PZ2jfSGC1r,2013-04-02T15:06:51.355Z,"Gillam, Manitoba",Gillam Airport,YGX,CYGX
Airport,2013-04-02T15:06:51.370Z,1HTcl4hqdw,2013-04-02T15:06:51.370Z,"Grise Fiord, Nunavut",Grise Fiord Airport,YGZ,CYGZ
Airport,2013-04-02T15:06:51.385Z,gXeQNGsu3i,2013-04-02T15:06:51.385Z,"Quaqtaq, Quebec",Quaqtaq Airport,YQC,CYHA
Airport,2013-04-02T15:06:51.400Z,KYJKJPi5qr,2013-04-02T15:06:51.400Z,"Hudson Bay, Saskatchewan",Hudson Bay Airport,YHB,CYHB
Airport,2013-04-02T15:06:51.415Z,tC2IEmfmsf,2013-04-02T15:06:51.415Z,"Vancouver, British Columbia",Vancouver Harbour Water Airport (Vancouver Coal Harbour Seaplane Base),CXH,CYHC
Airport,2013-04-02T15:06:51.435Z,JI1zQfFaHW,2013-04-02T15:06:51.435Z,"Dryden, Ontario",Dryden Regional Airport,YHD,CYHD
Airport,2013-04-02T15:06:51.449Z,33SkM9dYNt,2013-04-02T15:06:51.449Z,"Hope, British Columbia",Hope Aerodrome,YHE,CYHE
Airport,2013-04-02T15:06:51.465Z,9RX5xRUH3I,2013-04-02T15:06:51.465Z,"Hearst, Ontario",Hearst (Ren Fontaine) Municipal Airport,YHF,CYHF
Airport,2013-04-02T15:06:51.480Z,euAWSrGlVY,2013-04-02T15:06:51.480Z,"Nemaska, Quebec",Nemiscau Airport,YNS,CYHH
Airport,2013-04-02T15:06:51.495Z,j7KsxJeflN,2013-04-02T15:06:51.495Z,"Ulukhaktok, Northwest Territories",Ulukhaktok/Holman Airport,YHI,CYHI
Airport,2013-04-02T15:06:51.511Z,YVGqrda23T,2013-04-02T15:06:51.511Z,"Gjoa Haven, Nunavut",Gjoa Haven Airport,YHK,CYHK
Airport,2013-04-02T15:06:51.525Z,0SvINVgjQx,2013-04-02T15:06:51.525Z,"Hamilton, Ontario",John C. Munro Hamilton International Airport (Hamilton/John C. Munro International Airport,YHM,CYHM
Airport,2013-04-02T15:06:51.540Z,86dAcARvI3,2013-04-02T15:06:51.540Z,"Hornepayne, Ontario",Hornepayne Municipal Airport,YHN,CYHN
Airport,2013-04-02T15:06:51.555Z,9FVfPklxbO,2013-04-02T15:06:51.555Z,"Hopedale, Newfoundland and Labrador",Hopedale Airport,YHO,CYHO
Airport,2013-04-02T15:06:51.571Z,KHwdxoc72G,2013-04-02T15:06:51.571Z,"Chevery, Quebec",Chevery Airport,YHR,CYHR
Airport,2013-04-02T15:06:51.585Z,lNKWPXMufV,2013-04-02T15:06:51.585Z,"Haines Junction, Yukon",Haines Junction Airport,YHT,CYHT
Airport,2013-04-02T15:06:51.600Z,rkagldAnFC,2013-04-02T15:06:51.600Z,"Longueuil, Quebec",Montral/Saint-Hubert Airport,YHU,CYHU
Airport,2013-04-02T15:06:51.616Z,uTcryNSSxH,2013-04-02T15:06:51.616Z,"Hay River, Northwest Territories",Hay River/Merlyn Carter Airport,YHY,CYHY
Airport,2013-04-02T15:06:51.631Z,zcj6kZB8Lc,2013-04-02T15:06:51.631Z,"Halifax Regional Municipality, Nova Scotia",Halifax Stanfield International Airport,YHZ,CYHZ
Airport,2013-04-02T15:06:51.647Z,dVGe7a2lkg,2013-04-02T15:06:51.647Z,"Atikokan, Ontario",Atikokan Municipal Airport,YIB,CYIB
Airport,2013-04-02T15:06:51.662Z,q8AjHmUh5F,2013-04-02T15:06:51.662Z,"Digby, Nova Scotia",Digby/Annapolis Regional Airport,YDG,CYID
Airport,2013-04-02T15:06:51.676Z,u65XtA5Rct,2013-04-02T15:06:51.676Z,"Saint-Augustin, Quebec",Saint-Augustin Airport,YIF,CYIF
Airport,2013-04-02T15:06:51.691Z,qXapdG0t0L,2013-04-02T15:06:51.691Z,"Ivujivik, Quebec",Ivujivik Airport,YIK,CYIK
Airport,2013-04-02T15:06:51.706Z,6Aib16mMjC,2013-04-02T15:06:51.706Z,"Pond Inlet, Nunavut",Pond Inlet Airport,YIO,CYIO
Airport,2013-04-02T15:06:51.721Z,mvKVI95RJ9,2013-04-02T15:06:51.721Z,"Island Lake, Manitoba",Island Lake Airport,YIV,CYIV
Airport,2013-04-02T15:06:51.736Z,8RS2MycOyf,2013-04-02T15:06:51.736Z,"Jasper, Alberta",Jasper Airport,,CYJA
Airport,2013-04-02T15:06:51.752Z,xUHjaxEd9b,2013-04-02T15:06:51.752Z,"Fort Liard, Northwest Territories",Fort Liard Airport,YJF,CYJF
Airport,2013-04-02T15:06:51.767Z,Gz9k8XG8x6,2013-04-02T15:06:51.767Z,"Fort St. James, British Columbia",Fort St. James (Perison) Airport,YJM,CYJM
Airport,2013-04-02T15:06:51.782Z,zF3Z7TCNbA,2013-04-02T15:06:51.782Z,"Saint-Jean-sur-Richelieu, Quebec",Saint-Jean Airport (Saint-Jean-sur-Richelieu Airport),YJN,CYJN
Airport,2013-04-02T15:06:51.797Z,3x4vSlAKi1,2013-04-02T15:06:51.797Z,"Fort Providence, Northwest Territories",Fort Providence Airport,,CYJP
Airport,2013-04-02T15:06:51.812Z,4jPPyaD8bV,2013-04-02T15:06:51.812Z,"Bella Bella, British Columbia",Denny Island Aerodrome,ZEL,CYJQ
Airport,2013-04-02T15:06:51.827Z,qdeAwM3rKt,2013-04-02T15:06:51.827Z,"Stephenville, Newfoundland and Labrador",Stephenville International Airport (Stephenville Airport),YJT,CYJT
Airport,2013-04-02T15:06:51.842Z,X7ZhDUI80v,2013-04-02T15:06:51.842Z,"Kamloops, British Columbia",Kamloops Airport,YKA,CYKA
Airport,2013-04-02T15:06:51.859Z,byGi5GpnJK,2013-04-02T15:06:51.859Z,"Collins Bay, Saskatchewan",Collins Bay Airport,,CYKC
Airport,2013-04-02T15:06:51.875Z,De9bfmJvbq,2013-04-02T15:06:51.875Z,"Aklavik, Northwest Territories",Aklavik/Freddie Carmichael Airport,LAK,CYKD
Airport,2013-04-02T15:06:52.075Z,cdmoCZNB48,2013-04-02T15:06:52.075Z,"Regional Municipality of Waterloo, Ontario",Region of Waterloo International Airport (Kitchener/Waterloo Regional Airport),YKF,CYKF
Airport,2013-04-02T15:06:52.092Z,HxDmltyqNf,2013-04-02T15:06:52.092Z,"Kangiqsujuaq, Quebec",Kangiqsujuaq (Wakeham Bay) Airport,,CYKG
Airport,2013-04-02T15:06:52.107Z,Hl4giOZvNJ,2013-04-02T15:06:52.107Z,"Key Lake, Saskatchewan",Key Lake Airport,YKJ,CYKJ
Airport,2013-04-02T15:06:52.122Z,VPpmZi6INx,2013-04-02T15:06:52.122Z,"Schefferville, Quebec",Schefferville Airport,YKL,CYKL
Airport,2013-04-02T15:06:52.137Z,rk1CXUo0wp,2013-04-02T15:06:52.137Z,"Akulivik, Quebec",Akulivik Airport,AKV,CYKO
Airport,2013-04-02T15:06:52.152Z,9RjQsgNVce,2013-04-02T15:06:52.152Z,"Waskaganish, Quebec",Waskaganish Airport,YKQ,CYKQ
Airport,2013-04-02T15:06:52.167Z,YmNSCToUhO,2013-04-02T15:06:52.167Z,"Kirkland Lake, Ontario",Kirkland Lake Airport,YKX,CYKX
Airport,2013-04-02T15:06:52.185Z,f8laZLBmYC,2013-04-02T15:06:52.185Z,"Kindersley, Saskatchewan",Kindersley Regional Airport,YKY,CYKY
Airport,2013-04-02T15:06:52.200Z,1xeWQ4WgaG,2013-04-02T15:06:52.200Z,"Buttonville, Ontario",Toronto/Buttonville Municipal Airport (Buttonville Municipal Airport),YKZ,CYKZ
Airport,2013-04-02T15:06:52.215Z,eP36x8gX0x,2013-04-02T15:06:52.215Z,"Aupaluk, Quebec",Aupaluk Airport,YPJ,CYLA
Airport,2013-04-02T15:06:52.230Z,SM83sS7Qkl,2013-04-02T15:06:52.230Z,"Lac La Biche, Alberta",Lac La Biche Airport,,CYLB
Airport,2013-04-02T15:06:52.245Z,MgWbJiqk4v,2013-04-02T15:06:52.245Z,"Kimmirut, Nunavut",Kimmirut Airport,YLC,CYLC
Airport,2013-04-02T15:06:52.260Z,UvJliKiZqn,2013-04-02T15:06:52.260Z,"Chapleau, Ontario",Chapleau Airport,YLD,CYLD
Airport,2013-04-02T15:06:52.274Z,9vmFhJP5rm,2013-04-02T15:06:52.274Z,"Lansdowne House, Ontario",Lansdowne House Airport,YLH,CYLH
Airport,2013-04-02T15:06:52.360Z,XEVDLexgUj,2013-04-02T15:06:52.360Z,"Lillooet, British Columbia",Lillooet Airport,,CYLI
Airport,2013-04-02T15:06:52.374Z,UD54r2aI1c,2013-04-02T15:06:52.374Z,"Meadow Lake, Saskatchewan",Meadow Lake Airport,YLJ,CYLJ
Airport,2013-04-02T15:06:52.389Z,veGKKdpSrN,2013-04-02T15:06:52.389Z,"Lutselk'e, Northwest Territories",Lutselk'e Airport,,CYLK
Airport,2013-04-02T15:06:52.404Z,mgL4aBfIf2,2013-04-02T15:06:52.404Z,"Lloydminster, Alberta",Lloydminster Airport,YLL,CYLL
Airport,2013-04-02T15:06:52.420Z,JKbLLTtRmm,2013-04-02T15:06:52.420Z,"La Tuque, Quebec",La Tuque Airport,YLQ,CYLQ
Airport,2013-04-02T15:06:52.435Z,UuQKSnl4sC,2013-04-02T15:06:52.435Z,"Leaf Rapids, Manitoba",Leaf Rapids Airport,YLR,CYLR
Airport,2013-04-02T15:06:52.450Z,h3EdIZfBip,2013-04-02T15:06:52.450Z,"Barrie/Orillia, Ontario",Lake Simcoe Regional Airport,,CYLS
Airport,2013-04-02T15:06:52.477Z,VnzmoMzuRA,2013-04-02T15:06:52.477Z,"Alert, Nunavut",Alert Airport,YLT,CYLT
Airport,2013-04-02T15:06:52.492Z,DNQtnHoany,2013-04-02T15:06:52.492Z,"Kangiqsualujjuaq, Quebec",Kangiqsualujjuaq (Georges River) Airport,XGR,CYLU
Airport,2013-04-02T15:06:52.507Z,6GERg8FFRB,2013-04-02T15:06:52.507Z,"Kelowna, British Columbia",Kelowna International Airport,YLW,CYLW
Airport,2013-04-02T15:06:52.522Z,HISREl8u8u,2013-04-02T15:06:52.522Z,"Mayo, Yukon",Mayo Airport,YMA,CYMA
Airport,2013-04-02T15:06:52.536Z,9PxQ0t2iaV,2013-04-02T15:06:52.536Z,"Matane, Quebec",Matane Airport,YME,CYME
Airport,2013-04-02T15:06:52.551Z,HR3UwGUmd9,2013-04-02T15:06:52.551Z,"Manitouwadge, Ontario",Manitouwadge Airport,YMG,CYMG
Airport,2013-04-02T15:06:52.566Z,M13USg0RDy,2013-04-02T15:06:52.566Z,"Mary's Harbour, Newfoundland and Labrador",Mary's Harbour Airport,YMH,CYMH
Airport,2013-04-02T15:06:52.583Z,ryDs8hP6kQ,2013-04-02T15:06:52.583Z,"Moose Jaw, Saskatchewan",CFB Moose Jaw (Moose Jaw/Air Vice Marshal C.M. McEwen Airport),YMJ,CYMJ
Airport,2013-04-02T15:06:52.598Z,4bxT3EivBP,2013-04-02T15:06:52.598Z,"Charlevoix, Quebec",Charlevoix Airport,YML,CYML
Airport,2013-04-02T15:06:52.613Z,pGBs7vc1He,2013-04-02T15:06:52.613Z,"Fort McMurray, Alberta",Fort McMurray Airport,YMM,CYMM
Airport,2013-04-02T15:06:52.628Z,NHAbO1O4KM,2013-04-02T15:06:52.628Z,"Moosonee, Ontario",Moosonee Airport,YMO,CYMO
Airport,2013-04-02T15:06:52.643Z,3tq7TtOhtU,2013-04-02T15:06:52.643Z,"Chibougamau, Quebec",Chibougamau/Chapais Airport,YMT,CYMT
Airport,2013-04-02T15:06:52.659Z,y0Dixc7aDd,2013-04-02T15:06:52.659Z,"Umiujaq, Quebec",Umiujaq Airport,YUD,CYMU
Airport,2013-04-02T15:06:52.674Z,XQBcuPZGK9,2013-04-02T15:06:52.674Z,"Maniwaki, Quebec",Maniwaki Airport,YMW,CYMW
Airport,2013-04-02T15:06:52.689Z,VnkwdBQ9mD,2013-04-02T15:06:52.689Z,"Montreal, Quebec",Montral-Mirabel International Airport (Montral International (Mirabel) Airport),YMX,CYMX
Airport,2013-04-02T15:06:52.704Z,moWI1kc6YT,2013-04-02T15:06:52.704Z,"Natashquan, Quebec",Natashquan Airport,YNA,CYNA
Airport,2013-04-02T15:06:52.718Z,7uVjGSDCfq,2013-04-02T15:06:52.718Z,"Wemindji, Quebec",Wemindji Airport,YNC,CYNC
Airport,2013-04-02T15:06:52.733Z,JAylwIIsYq,2013-04-02T15:06:52.733Z,"Gatineau, Quebec",Gatineau-Ottawa Executive Airport (Ottawa/Gatineau Airport),YND,CYND
Airport,2013-04-02T15:06:52.748Z,l5HRR4aOvw,2013-04-02T15:06:52.748Z,"Norway House, Manitoba",Norway House Airport,YNE,CYNE
Airport,2013-04-02T15:06:52.763Z,2e9qrEc41U,2013-04-02T15:06:52.763Z,"Hudson's Hope, British Columbia",Hudson's Hope Airport,YNH,CYNH
Airport,2013-04-02T15:06:52.778Z,GTuPFlZxd5,2013-04-02T15:06:52.778Z,"Langley, British Columbia",Langley Regional Airport (Langley Airport),YNJ,CYNJ
