_class_name,_created_at,_object_id,_updated_at,airportLocation,airportName,iata,icao
Airport,2013-04-02T15:06:44.743Z,SJSw0YZpYt,2013-04-02T15:06:44.743Z,Afutara,Afutara Airport,AFT,AGAF
Airport,2013-04-02T15:06:45.648Z,wRi078AddN,2013-04-02T15:06:45.648Z,"Arona, Ulawa Island",Ulawa Airport,RNA,AGAR
Airport,2013-04-02T15:06:45.733Z,2HqhuDR0wC,2013-04-02T15:06:45.733Z,"Atoifi, Malaita",Uru Harbour Airport,ATD,AGAT
Airport,2013-04-02T15:06:45.748Z,OcWdgFBmiu,2013-04-02T15:06:45.748Z,Barakoma,Barakoma Airport,,AGBA
Airport,2013-04-02T15:06:45.763Z,IT1isx74Qy,2013-04-02T15:06:45.763Z,Batuna,Batuna Airport,BPF,AGBT
Airport,2013-04-02T15:06:45.778Z,JDFn1TGp1V,2013-04-02T15:06:45.778Z,Geva,Geva Airport,,AGEV
Airport,2013-04-02T15:06:45.793Z,jLzwLxyDP6,2013-04-02T15:06:45.793Z,Auki,Auki Gwaunaru'u Airport,AKS,AGGA
Airport,2013-04-02T15:06:45.808Z,QGd8W46wSB,2013-04-02T15:06:45.808Z,Bellona/Anua,Bellona/Anua Airport,BNY,AGGB
Airport,2013-04-02T15:06:45.823Z,ewpY8T342t,2013-04-02T15:06:45.823Z,"Choiseul Bay, Taro Island",Choiseul Bay Airport,CHY,AGGC
Airport,2013-04-02T15:06:45.837Z,TOr7QmvkKu,2013-04-02T15:06:45.837Z,Mbambanakira,Mbambanakira Airport,MBU,AGGD
Airport,2013-04-02T15:06:45.852Z,N5BiAUTpIj,2013-04-02T15:06:45.852Z,Shortland Island,Balalae Airport,BAS,AGGE
Airport,2013-04-02T15:06:45.867Z,JrxwVlqGHQ,2013-04-02T15:06:45.867Z,"Fera Island, Santa Isabel Island",Fera/Maringe Airport,FRE,AGGF
Airport,2013-04-02T15:06:45.882Z,0VUtS4rtJW,2013-04-02T15:06:45.882Z,"Honiara, Guadalcanal",Honiara FIR,,AGGG
Airport,2013-04-02T15:06:45.897Z,EnV5Ofb9bE,2013-04-02T15:06:45.897Z,"Honiara, Guadalcanal",Honiara International Airport (formerly Henderson Field),HIR,AGGH
Airport,2013-04-02T15:06:45.912Z,esWmH7Kqb5,2013-04-02T15:06:45.912Z,Babanakira,Babanakira Airport,,AGGI
Airport,2013-04-02T15:06:45.927Z,E8GxS8w5pS,2013-04-02T15:06:45.927Z,Avu Avu,Avu Avu Airport,AVU,AGGJ
Airport,2013-04-02T15:06:45.942Z,V7c3m870R4,2013-04-02T15:06:45.942Z,Kirakira,Kirakira Airport,IRA,AGGK
Airport,2013-04-02T15:06:45.957Z,oYhPBOiPmr,2013-04-02T15:06:45.957Z,"Santa Cruz/Graciosa Bay/Luova, Santa Cruz Island",Santa Cruz/Graciosa Bay/Luova Airport,SCZ,AGGL
Airport,2013-04-02T15:06:45.971Z,ahY8i66lkT,2013-04-02T15:06:45.971Z,"Munda, New Georgia Island",Munda Airport,MUA,AGGM
Airport,2013-04-02T15:06:45.987Z,IYxLmCzFYf,2013-04-02T15:06:45.987Z,Gizo Island,Nusatupe Airport,GZO,AGGN
Airport,2013-09-10T16:08:40.718Z,yyb9DIO2Ub,2013-09-10T16:08:52.274Z,Burg,Burg,,EDBG
Airport,2013-04-02T15:06:46.002Z,6S2UauBYuD,2013-04-02T15:06:46.002Z,Mono Island,Mono Airport,MNY,AGGO
Airport,2013-04-02T15:06:46.017Z,qmv6WxTfqz,2013-04-02T15:06:46.017Z,Marau Sound,Marau Sound Airport,PRS,AGGP
Airport,2013-04-02T15:06:46.032Z,4vSqb5rXD0,2013-04-02T15:06:46.032Z,Ontong Java,Ontong Java Airport,,AGGQ
Airport,2013-04-02T15:06:46.046Z,ImitFzpGMD,2013-04-02T15:06:46.046Z,"Rennell/Tingoa, Rennell Island",Rennell/Tingoa Airport,RNL,AGGR
Airport,2013-04-02T15:06:46.061Z,lDN617WOzQ,2013-04-02T15:06:46.061Z,Seghe,Seghe Airport,EGM,AGGS
Airport,2013-04-02T15:06:46.075Z,kS7ES9Able,2013-04-02T15:06:46.075Z,Santa Ana,Santa Ana Airport,NNB,AGGT
Airport,2013-04-02T15:06:46.090Z,3whepv1qo9,2013-04-02T15:06:46.090Z,Marau,Marau Airport,RUS,AGGU
Airport,2013-04-02T15:06:46.106Z,eDcSkL4nSe,2013-04-02T15:06:46.106Z,Suavanao,Suavanao Airport,VAO,AGGV
Airport,2013-04-02T15:06:46.121Z,WiwB7FXGoq,2013-04-02T15:06:46.121Z,Yandina,Yandina Airport,XYA,AGGY
Airport,2013-04-02T15:06:46.136Z,6Ffnx9BS7z,2013-04-02T15:06:46.136Z,Isuna,Isuna Heliport,,AGIN
Airport,2013-04-02T15:06:46.150Z,w8wo6jo4KM,2013-04-02T15:06:46.150Z,Kaghau,Kaghau Airport,KGE,AGKG
Airport,2013-04-02T15:06:46.165Z,ZZJDnN5MKA,2013-04-02T15:06:46.165Z,Kukudu,Kukudu Airport,KUE,AGKU
Airport,2013-04-02T15:06:46.180Z,JQEwOCzp4f,2013-04-02T15:06:46.180Z,Gatokae,Gatokae Aerodrome,GTA,AGOK
Airport,2013-04-02T15:06:46.195Z,EEOlV0ys9y,2013-04-02T15:06:46.195Z,Ringi Cove,Ringi Cove Airport,RIN,AGRC
Airport,2013-04-02T15:06:46.211Z,pdq4jR4Is5,2013-04-02T15:06:46.211Z,Ramata Island,Ramata Airport,RBV,AGRM
Airport,2013-04-02T15:06:46.226Z,whNlV5agjf,2013-04-02T15:06:46.226Z,Buka,Buka Airport,BUA,AYBK
Airport,2013-04-02T15:06:46.241Z,g3mMhju0Ut,2013-04-02T15:06:46.241Z,Kundiawa,Chimbu Airport,CMU,AYCH
Airport,2013-04-02T15:06:46.256Z,h5K2vKQdg8,2013-04-02T15:06:46.256Z,Daru,Daru Airport,DAU,AYDU
Airport,2013-04-02T15:06:46.270Z,MITKPQPTTI,2013-04-02T15:06:46.270Z,Goroka,Goroka Airport,GKA,AYGA
Airport,2013-04-02T15:06:46.285Z,5x54OQvoHn,2013-04-02T15:06:46.285Z,Alotau,Gurney Airport,GUR,AYGN
Airport,2013-04-02T15:06:46.299Z,7qjdpgo5DO,2013-04-02T15:06:46.299Z,Popondetta,Girua Airport,PNP,AYGR
Airport,2013-04-02T15:06:46.317Z,BZh4ljx75S,2013-04-02T15:06:46.317Z,Hoskins,Hoskins Airport,HKN,AYHK
Airport,2013-04-02T15:06:46.332Z,JvnfDp3MwS,2013-04-02T15:06:46.332Z,Kiriwini,Kiriwini Airport,,AYKA
Airport,2013-04-02T15:06:46.347Z,fi8MyxueFp,2013-04-02T15:06:46.347Z,Kiunga,Kiunga Airport,UNG,AYKI
Airport,2013-04-02T15:06:46.361Z,kEQTDljFlE,2013-04-02T15:06:46.361Z,Kikori,Kikori Airport,KRI,AYKK
Airport,2013-04-02T15:06:46.376Z,sOR3hhzZBz,2013-04-02T15:06:46.376Z,Kerema,Kerema Airport,KMA,AYKM
Airport,2013-04-02T15:06:46.391Z,7jUd7EItU3,2013-04-02T15:06:46.391Z,Kieta,Kieta Aropa Airport,KIE,AYKT
Airport,2013-04-02T15:06:46.406Z,8OjxWOcGmO,2013-04-02T15:06:46.406Z,Kavieng,Kavieng Airport,KVG,AYKV
Airport,2013-04-02T15:06:46.422Z,J9kHzxiWap,2013-04-02T15:06:46.422Z,Kunaye,Kunaye Airport,,AYKY
Airport,2013-04-02T15:06:46.436Z,52vKUfyin9,2013-04-02T15:06:46.436Z,Lae,Lae Airfield,,AYLA
Airport,2013-04-02T15:06:46.452Z,pdNvOhrUr6,2013-04-02T15:06:46.452Z,Madang,Madang Airport,MAG,AYMD
Airport,2013-04-02T15:06:46.469Z,HkWPaSLxES,2013-04-02T15:06:46.469Z,Mount Hagen,Mount Hagen Airport,HGU,AYMH
Airport,2013-04-02T15:06:46.484Z,bmZCYyMSZL,2013-04-02T15:06:46.484Z,Mendi,Mendi Airport,MDU,AYMN
Airport,2013-04-02T15:06:46.500Z,lGqXm6KJ2I,2013-04-02T15:06:46.500Z,Manus Island,Momote Airport,MAS,AYMO
Airport,2013-04-02T15:06:46.523Z,YNkfTRuP5D,2013-04-02T15:06:46.523Z,Moro,Moro Airport,MXH,AYMR
Airport,2013-04-02T15:06:46.540Z,muzN9WGJdg,2013-04-02T15:06:46.540Z,Misima,Misima Airport,MIS,AYMS
Airport,2013-04-02T15:06:46.555Z,CpkAlKmkXK,2013-04-02T15:06:46.555Z,Lae / Nadzab,Lae Nadzab Airport,LAE,AYNZ
Airport,2013-04-02T15:06:46.575Z,VApEAkISb9,2013-04-02T15:06:46.575Z,Port Moresby,Port Moresby/Jackson International Airport,POM,AYPY
Airport,2013-04-02T15:06:46.597Z,wNLYcb0GJC,2013-04-02T15:06:46.597Z,"Rabaul, New Britain",Rabaul Airport,,AYRB
Airport,2013-04-02T15:06:46.612Z,c2DD2yBX8Q,2013-04-02T15:06:46.612Z,Tari,Tari Airport,TIZ,AYTA
Airport,2013-04-02T15:06:46.627Z,PJLKKsP9Nx,2013-04-02T15:06:46.627Z,Tabubil,Tabubil Airport,TBG,AYTB
Airport,2013-04-02T15:06:46.759Z,onJExo6fb2,2013-04-02T15:06:46.759Z,Rabaul / Tokua,Rabaul Airport (Tokua Airport),RAB,AYTK
Airport,2013-04-02T15:06:46.778Z,RmLCHOVNEP,2013-04-02T15:06:46.778Z,Vanimo,Vanimo Airport,VAI,AYVN
Airport,2013-04-02T15:06:46.798Z,ZOlWIxJblL,2013-04-02T15:06:46.798Z,Wapenamanda,Wapenamanda Airport,WBM,AYWD
Airport,2013-04-02T15:06:46.819Z,gajpCi9rTr,2013-04-02T15:06:46.819Z,Wewak,Wewak International Airport,WWK,AYWK
Airport,2013-04-02T15:06:46.839Z,1Lq6fplAVo,2013-04-02T15:06:46.839Z,"Aasiaat (Egedesminde, Ausiat)",Aasiaat Airport,JEG,BGAA
Airport,2013-04-02T15:06:46.854Z,IzZX3G8NeI,2013-04-02T15:06:46.854Z,"Aappilattoq, Qaasuitsup",Aappilattoq Heliport (Qaasuitsup),AOQ,BGAG
Airport,2013-04-02T15:06:46.877Z,FwNkRapJEs,2013-04-02T15:06:46.877Z,Akunnaaq,Akunnaaq Heliport,,BGAK
Airport,2013-04-02T15:06:46.897Z,BvpMv67FYO,2013-04-02T15:06:46.897Z,"Tasiilaq (Ammassalik, Angmagssalik)",Tasiilaq Heliport,AGM,BGAM
Airport,2013-04-02T15:06:46.912Z,ZfRvF7VDJU,2013-04-02T15:06:46.912Z,Alluitsup Paa,Alluitsup Paa Heliport,LLU,BGAP
Airport,2013-04-02T15:06:46.932Z,9uG1Iu35se,2013-04-02T15:06:46.932Z,"Aappilattoq, Kujalleq",Aappilattoq Heliport (Kujalleq),QUV,BGAQ
Airport,2013-04-02T15:06:46.955Z,0CnC0dc7hX,2013-04-02T15:06:46.955Z,Arsuk,Arsuk Heliport,JRK,BGAR
Airport,2013-04-02T15:06:46.970Z,t59veN1pb7,2013-04-02T15:06:46.970Z,Ammassivik,Ammassivik Heliport,QUW,BGAS
Airport,2013-04-02T15:06:46.994Z,i72qS1Lavj,2013-04-02T15:06:46.994Z,Attu,Attu Heliport,,BGAT
Airport,2013-04-02T15:06:47.017Z,WdtWfS6YGE,2013-04-02T15:06:47.017Z,Narsarsuaq (Narssarssuaq),Narsarsuaq Airport,UAK,BGBW
Airport,2013-04-02T15:06:47.032Z,4IukJXiUG3,2013-04-02T15:06:47.032Z,Qasigiannguit (Christianshb),Qasigiannguit Heliport (Christianshb Heliport),JCH,BGCH
Airport,2013-04-02T15:06:47.053Z,hrzuQW91bY,2013-04-02T15:06:47.053Z,Jameson Land,Nerlerit Inaat Airport (Constable Pynt Airport),CNP,BGCO
Airport,2013-04-02T15:06:47.067Z,GSyFwQeQ91,2013-04-02T15:06:47.067Z,,(see BGAA),,BGEM
Airport,2013-04-02T15:06:47.087Z,my84dEwAr6,2013-04-02T15:06:47.087Z,Eqalugaarsuit,Eqalugaarsuit Heliport,QFG,BGET
Airport,2013-04-02T15:06:47.106Z,wjEcfCkC9i,2013-04-02T15:06:47.106Z,Narsaq Kujalleq,Narsaq Kujalleq Heliport,QFN,BGFD
Airport,2013-04-02T15:06:47.121Z,xpYERbrf31,2013-04-02T15:06:47.121Z,,(see BGPT),,BGFH
Airport,2013-04-02T15:06:47.144Z,if2P42qRkk,2013-04-02T15:06:47.144Z,Kangilinnguit (Grnnedal),Kangilinnguit Heliport (Grnnedal Heliport),JGR,BGGD
Airport,2013-04-02T15:06:47.158Z,RqwoWRBZSn,2013-04-02T15:06:47.158Z,Nuuk (Godthb),Nuuk Airport,GOH,BGGH
Airport,2013-04-02T15:06:47.177Z,1G78t6zdwC,2013-04-02T15:06:47.177Z,Qeqertarsuaq (Godhavn),Qeqertarsuaq Heliport (Godhavn Heliport),JGO,BGGN
Airport,2013-04-02T15:06:47.401Z,beuzQ4yHcK,2013-04-02T15:06:47.401Z,,(see BGSS),,BGHB
Airport,2013-04-02T15:06:47.421Z,08JVWzVvK3,2013-04-02T15:06:47.421Z,Ikerasak,Ikerasak Heliport,IKE,BGIA
Airport,2013-04-02T15:06:47.441Z,EKcqw4a9Gc,2013-04-02T15:06:47.441Z,Iginniarfik,Iginniarfik Heliport,,BGIG
Airport,2013-04-02T15:06:47.456Z,sxpzsH5HmU,2013-04-02T15:06:47.456Z,Ikerasaarsuk,Ikerasaarsuk Heliport,,BGIK
Airport,2013-04-02T15:06:47.479Z,9tf78dTuT6,2013-04-02T15:06:47.479Z,Ilimanaq,Ilimanaq Heliport,,BGIL
Airport,2013-04-02T15:06:47.495Z,Vc3vgfRlSc,2013-04-02T15:06:47.495Z,Innarsuit,Innaarsuit Heliport,IUI,BGIN
Airport,2013-04-02T15:06:47.516Z,muUnfR2dyR,2013-04-02T15:06:47.516Z,Isortoq,Isortoq Heliport,IOQ,BGIS
Airport,2013-04-02T15:06:48.056Z,IEdbur6oAY,2013-04-02T15:06:48.056Z,Ikamiut,Ikamiut Heliport,,BGIT
Airport,2013-04-02T15:06:48.151Z,vGBvzIvv2v,2013-04-02T15:06:48.151Z,Qaqortoq (Julianehab),Qaqortoq Heliport (Julianehab Heliport),JJU,BGJH
Airport,2013-04-02T15:06:48.221Z,0kFSNzD7c8,2013-04-02T15:06:48.221Z,Ilulissat (Jakobshavn),Ilulissat Airport (Jakobshavn Airport),JAV,BGJN
Airport,2013-04-02T15:06:48.283Z,zv5sAg5hu6,2013-04-02T15:06:48.283Z,Kangaatsiaq,Kangaatsiaq Heliport,,BGKA
Airport,2013-04-02T15:06:48.409Z,iBUsxdznlZ,2013-04-02T15:06:48.409Z,Kulusuk,Kulusuk Airport,KUS,BGKK
Airport,2013-04-02T15:06:48.433Z,bXBoov1duV,2013-04-02T15:06:48.433Z,Upernavik Kujalleq,Upernavik Kujalleq Heliport,,BGKL
Airport,2013-04-02T15:06:48.447Z,Q19MiHTbJm,2013-04-02T15:06:48.447Z,Kuummiit,Kuummiit Heliport,,BGKM
Airport,2013-04-02T15:06:48.463Z,AmZTIzn55k,2013-04-02T15:06:48.463Z,Kullorsuaq,Kullorsuaq Heliport,KHQ,BGKQ
Airport,2013-04-02T15:06:48.477Z,CEx1r9RiVe,2013-04-02T15:06:48.477Z,Kangersuatsiaq,Kangersuatsiaq Heliport,KGQ,BGKS
Airport,2013-04-02T15:06:48.492Z,RtYwZNPp5Z,2013-04-02T15:06:48.492Z,Kitsissuarsuit,Kitsissuarsuit Heliport,,BGKT
Airport,2013-04-02T15:06:48.507Z,vBDvZIBW7a,2013-04-02T15:06:48.507Z,Illorsuit,Illorsuit Heliport,IOT,BGLL
Airport,2013-04-02T15:06:48.522Z,9ka3K1xQSl,2013-04-02T15:06:48.522Z,Moriusaq,Moriussaq Heliport,,BGMO
Airport,2013-04-02T15:06:48.537Z,W1WfRw2T1f,2013-04-02T15:06:48.537Z,Maniitsoq (Sukkertoppen),Maniitsoq Airport,JSU,BGMQ
Airport,2013-04-02T15:06:48.553Z,ljsGTfoFiJ,2013-04-02T15:06:48.553Z,Niaqornaarsuk,Niaqornaarsuk Heliport,,BGNK
Airport,2013-04-02T15:06:48.568Z,Ap6Lvgjply,2013-04-02T15:06:48.568Z,Nalunaq,Nalunaq Heliport,,BGNL
Airport,2013-04-02T15:06:48.583Z,wP8zpYsyTv,2013-04-02T15:06:48.583Z,Nanortalik,Nanortalik Heliport,JNN,BGNN
Airport,2013-04-02T15:06:48.599Z,kcuZ5giArD,2013-04-02T15:06:48.599Z,Nuugaatsiaq,Nuugaatsiaq Heliport,JUU,BGNQ
Airport,2013-04-02T15:06:48.614Z,wcsrhfBf85,2013-04-02T15:06:48.614Z,Narsaq,Narsaq Heliport,JNS,BGNS
Airport,2013-04-02T15:06:48.628Z,eSwd5MzOcu,2013-04-02T15:06:48.628Z,Niaqornat,Niaqornat Heliport,NIQ,BGNT
Airport,2013-04-02T15:06:48.644Z,OuHzNfgORI,2013-04-02T15:06:48.644Z,Nuussuaq,Nuussuaq Heliport,NSQ,BGNU
Airport,2013-04-02T15:06:48.659Z,pMN8kHpaSb,2013-04-02T15:06:48.659Z,Paamiut (Frederikshb),Paamiut Airport,JFR,BGPT
Airport,2013-04-02T15:06:48.674Z,SHKMrZCp1W,2013-04-02T15:06:48.674Z,,(see BGQQ),,BGQA
Airport,2013-04-02T15:06:48.689Z,LP54hbdVmE,2013-04-02T15:06:48.689Z,Qeqertaq,Qeqertaq Heliport,,BGQE
Airport,2013-04-02T15:06:48.704Z,9b161fXjsT,2013-04-02T15:06:48.704Z,Qaanaaq,Qaanaaq Airport,NAQ,BGQQ
Airport,2013-04-02T15:06:48.720Z,F6jlHbGJCL,2013-04-02T15:06:48.720Z,Qassimiut,Qassimiut Heliport,QJH,BGQT
Airport,2013-04-02T15:06:48.735Z,Yix0Bloejw,2013-04-02T15:06:48.735Z,Ittoqqortoormiit (Scoresbysund),Ittoqqortoormiit Heliport (Scoresbysund Heliport),OBY,BGSC
Airport,2013-04-02T15:06:48.750Z,Lho56v9BvI,2013-04-02T15:06:48.750Z,Kangerlussuaq (Sndre Strmfjord),Kangerlussuaq Airport (Sndre Strmfjord Airport),SFJ,BGSF
Airport,2013-04-02T15:06:48.765Z,TqNTxe3CRh,2013-04-02T15:06:48.765Z,Sermiligaaq,Sermiligaaq Heliport,,BGSG
Airport,2013-04-02T15:06:48.780Z,zK7prHbhOl,2013-04-02T15:06:48.780Z,Siorapaluk,Siorapaluk Heliport,SRK,BGSI
Airport,2013-04-02T15:06:48.795Z,ykVF54GhdX,2013-04-02T15:06:48.795Z,Saarloq,Saarloq Heliport,QOQ,BGSO
Airport,2013-04-02T15:06:48.810Z,J9W0HaJxzu,2013-04-02T15:06:48.810Z,Saqqaq,Saqqaq Heliport,,BGSQ
Airport,2013-04-02T15:06:48.825Z,qEaWUkchnc,2013-04-02T15:06:48.825Z,Sisimiut (Holsteinsborg),Sisimiut Airport (Holsteinsborg Airport),JHS,BGSS
Airport,2013-04-02T15:06:48.840Z,CeACEEGwWf,2013-04-02T15:06:48.840Z,Saattut,Saattut Heliport,SAE,BGST
Airport,2013-04-02T15:06:48.855Z,3jVfbqtEiN,2013-04-02T15:06:48.855Z,Savissivik,Savissivik Heliport,SVR,BGSV
Airport,2013-04-02T15:06:48.947Z,okdBnclZ3O,2013-04-02T15:06:48.947Z,"Tasiusaq, Qaasuitsup",Tasiusaq Heliport (Qaasuitsup),TQA,BGTA
Airport,2013-04-02T15:06:48.962Z,5zUx63aN9l,2013-04-02T15:06:48.962Z,"Pituffik, Qaanaaq",Thule Air Base,THU,BGTL
Airport,2013-04-02T15:06:48.977Z,L9K2eoCzSp,2013-04-02T15:06:48.977Z,Tiniteqilaaq,Tiniteqilaaq Heliport,TQI,BGTN
Airport,2013-04-02T15:06:48.992Z,3DP3HLe55H,2013-04-02T15:06:48.992Z,"Tasiusaq, Kujalleq",Tasiusaq Heliport (Kujalleq),XEQ,BGTQ
Airport,2013-04-02T15:06:49.006Z,aoHZVt7SnF,2013-04-02T15:06:49.006Z,Upernavik,Upernavik Airport,JUV,BGUK
Airport,2013-04-02T15:06:49.021Z,0LBnKebh6G,2013-04-02T15:06:49.021Z,Uummannaq,Uummannaq Heliport,UMD,BGUM
Airport,2013-04-02T15:06:49.036Z,3VfJcwhoVe,2013-04-02T15:06:49.036Z,Qaarsut,Qaarsut Airport,JQA,BGUQ
Airport,2013-04-02T15:06:49.051Z,iLNWkjIPUf,2013-04-02T15:06:49.051Z,Ukkusissat,Ukkusissat Heliport,JUK,BGUT
Airport,2013-04-02T15:06:49.066Z,jeA2F70EkC,2013-04-02T15:06:49.066Z,Akureyri,Akureyri Airport,AEY,BIAR
Airport,2013-04-02T15:06:49.080Z,yjW39UUOIK,2013-04-02T15:06:49.080Z,Bakki,Bakki Airport,,BIBA
Airport,2013-04-02T15:06:49.095Z,mytYI2GHNk,2013-04-02T15:06:49.095Z,Bldudalur,Bldudalur Airport,BIU,BIBD
Airport,2013-04-02T15:06:49.109Z,YsHQCZ07AJ,2013-04-02T15:06:49.109Z,Bakkafjrur,Bakkafjordur Airport,BJD,BIBK
Airport,2013-04-02T15:06:49.124Z,vyMBBmXeaT,2013-04-02T15:06:49.124Z,Blndus,Blndus Airport,BLO,BIBL
Airport,2013-04-02T15:06:49.139Z,P97ZCWxmHZ,2013-04-02T15:06:49.139Z,Bardalur,Bardalur Airport,,BIBR
Airport,2013-04-02T15:06:49.157Z,hFlohOvhiT,2013-04-02T15:06:49.157Z,Djupivogur,Djupivogur Airport,DJU,BIDV
Airport,2013-04-02T15:06:49.171Z,PNsjroRgar,2013-04-02T15:06:49.171Z,Egilsstair,Egilsstair Airport,EGS,BIEG
Airport,2013-04-02T15:06:49.186Z,EjX053WPDB,2013-04-02T15:06:49.186Z,Gjgur,Gjgur Airport,GJR,BIGJ
Airport,2013-04-02T15:06:49.201Z,tTmR5yHqdx,2013-04-02T15:06:49.201Z,Grmsey,Grmsey Airport,GRY,BIGR
Airport,2013-04-02T15:06:49.215Z,cNjNdAGWKW,2013-04-02T15:06:49.215Z,Hfn,Hornafjrur Airport,HFN,BIHN
Airport,2013-04-02T15:06:49.230Z,xUSynoVJSR,2013-04-02T15:06:49.230Z,Hsavk,Hsavk Airport,HZK,BIHU
Airport,2013-04-02T15:06:49.245Z,rTpMb1tXLi,2013-04-02T15:06:49.245Z,safjrur,safjrur Airport,IFJ,BIIS
Airport,2013-04-02T15:06:49.263Z,h5WUKxcB2s,2013-04-02T15:06:49.263Z,Keflavk,Keflavk International Airport (Flugst Leifs Eirkssonar),KEF,BIKF
Airport,2013-04-02T15:06:49.278Z,yngBnAc3nT,2013-04-02T15:06:49.278Z,Kpasker,Kopasker Airport,OPA,BIKP
Airport,2013-04-02T15:06:49.292Z,oW5Boe3Sr9,2013-04-02T15:06:49.292Z,Saurkrkur,Saurkrkur Airport,SAK,BIKR
Airport,2013-04-02T15:06:49.307Z,2J6YXXEVm1,2013-04-02T15:06:49.307Z,Nordfjordur,Nordfjordur Airport,NOR,BINF
Airport,2013-04-02T15:06:49.322Z,0owqiSwYN2,2013-04-02T15:06:49.322Z,Patreksfjrur,Patreksfjrur Airport,PFJ,BIPA
Airport,2013-04-02T15:06:49.337Z,AHW8QzyDju,2013-04-02T15:06:49.337Z,lafsvk,Rif Airport,OLI,BIRF
Airport,2013-04-02T15:06:49.351Z,NmvwC2Pc96,2013-04-02T15:06:49.351Z,Raufarhfn,Raufarhfn Airport,RFN,BIRG
Airport,2013-04-02T15:06:49.369Z,J4iRN7aJX9,2013-04-02T15:06:49.369Z,Reykjavk,Reykjavk Airport,RKV,BIRK
Airport,2013-04-02T15:06:49.385Z,S5lcXhMkbZ,2013-04-02T15:06:49.385Z,Selfoss,Selfoss Airport,,BISF
Airport,2013-04-02T15:06:49.400Z,uRrWYI9JiY,2013-04-02T15:06:49.400Z,Siglufjrur,Siglufjrur Airport,SIJ,BISI
Airport,2013-04-02T15:06:49.415Z,x0EMtlxEvc,2013-04-02T15:06:49.415Z,Stykkishlmur,Stykkishlmur Airport,SYK,BIST
Airport,2013-04-02T15:06:49.429Z,MTbI5W4xKw,2013-04-02T15:06:49.429Z,ingeyri,Thingeyri Airport,TEY,BITE
Airport,2013-04-02T15:06:49.444Z,iBqpZGbGGP,2013-04-02T15:06:49.444Z,rshfn,Thorshofn Airport,THO,BITN
Airport,2013-04-02T15:06:49.458Z,QRRtcxP5GC,2013-04-02T15:06:49.458Z,Vestmannaeyjar,Vestmannaeyjar Airport,VEY,BIVM
Airport,2013-04-02T15:06:49.476Z,iyxVWHb9Uy,2013-04-02T15:06:49.476Z,Vopnafjrur,Vopnafjrur Airport,VPN,BIVO
Airport,2013-04-02T15:06:49.491Z,ztOA3KUrEH,2013-04-02T15:06:49.491Z,"Cat Lake, Ontario",Cat Lake Airport,YAC,CYAC
Airport,2013-04-02T15:06:49.506Z,tNNGQ2BzXR,2013-04-02T15:06:49.506Z,"La Grande-3 generating station, Quebec",La Grande-3 Airport,,CYAD
Airport,2013-04-02T15:06:49.521Z,BG4STwIZqB,2013-04-02T15:06:49.521Z,"Fort Frances, Ontario",Fort Frances Municipal Airport,YAG,CYAG
Airport,2013-04-02T15:06:49.536Z,hiTtYDIQTJ,2013-04-02T15:06:49.536Z,"La Grande-4 generating station, Quebec",La Grande-4 Airport,YAH,CYAH
Airport,2013-04-02T15:06:49.551Z,e7HPsFbg9x,2013-04-02T15:06:49.551Z,"Alert Bay, British Columbia",Alert Bay Airport,YAL,CYAL
Airport,2013-04-02T15:06:49.566Z,ryX4t5MWEo,2013-04-02T15:06:49.566Z,"Sault Ste. Marie, Ontario",Sault Ste. Marie Airport,YAM,CYAM
Airport,2013-04-02T15:06:49.581Z,Rtr5HgiliZ,2013-04-02T15:06:49.581Z,"Kasabonika, Ontario",Kasabonika Airport,XKS,CYAQ
Airport,2013-04-02T15:06:49.596Z,YIixT9Yh6O,2013-04-02T15:06:49.596Z,"Kangirsuk, Quebec",Kangirsuk Airport,YKG,CYAS
Airport,2013-04-02T15:06:49.611Z,2M9lrkEYQJ,2013-04-02T15:06:49.611Z,"Attawapiskat, Ontario",Attawapiskat Airport,YAT,CYAT
Airport,2013-04-02T15:06:49.627Z,xcwkFCiA21,2013-04-02T15:06:49.627Z,"Liverpool, Nova Scotia",Liverpool/South Shore Regional Airport,,CYAU
Airport,2013-04-02T15:06:49.642Z,8P2hTiMul7,2013-04-02T15:06:49.642Z,"St. Andrews, Manitoba",Winnipeg/St. Andrews Airport,,CYAV
Airport,2013-04-02T15:06:49.795Z,qIeZhbKp5g,2013-04-02T15:06:49.795Z,"Shearwater, Nova Scotia",CFB Shearwater (Halifax/Shearwater Airport),YAW,CYAW
Airport,2013-04-02T15:06:49.810Z,yyehw23r71,2013-04-02T15:06:49.810Z,"Lac du Bonnet, Manitoba",Lac du Bonnet Airport,,CYAX
Airport,2013-04-02T15:06:49.825Z,FgcT551zL7,2013-04-02T15:06:49.825Z,"St. Anthony, Newfoundland and Labrador",St. Anthony Airport,YAY,CYAY
Airport,2013-04-02T15:06:49.840Z,DCpYfD7nMm,2013-04-02T15:06:49.840Z,"Tofino, British Columbia",Tofino/Long Beach Airport,YAZ,CYAZ
Airport,2013-04-02T15:06:49.856Z,Wyub18thtt,2013-04-02T15:06:49.856Z,"Banff, Alberta",Banff Airport,,CYBA
Airport,2013-04-02T15:06:49.871Z,7cYwCKT1Zu,2013-04-02T15:06:49.871Z,"Kugaaruk, Nunavut",Kugaaruk Airport,YBB,CYBB
